"Index","Variant","Region, subregion, country or area *","Notes","Location code","ISO3 Alpha-code","ISO2 Alpha-code","SDMX code**","Type","Parent code","Year","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49"
"56","Estimates","World",NA,"900",NA,NA,"1","World","0","2005","16.746","30.623","49.545","73.506","101.446","130.565","150.6","161.15","165.61","164.884","160.732","154.481","147.014","138.431","129.201","119.358","108.817","97.796","86.945","75.93","65.756","56.685","48.64","40.978","33.58","27.529","21.502","16.42","12.858","9.518","6.512","4.537","3.146","2.268","1.493"
"57","Estimates","World",NA,"900",NA,NA,"1","World","0","2006","16.175","29.132","47.975","71.732","99.199","127.627","147.94","159.596","164.564","164.706","161.161","155.027","147.789","139.666","130.508","120.524","109.941","98.618","87.512","76.936","66.626","57.381","48.714","41.246","34.418","27.976","21.899","16.285","12.015","9.124","6.56","4.618","3.241","2.287","1.503"
"58","Estimates","World",NA,"900",NA,NA,"1","World","0","2007","16.183","28.99","47.127","71.397","98.273","126.076","146.356","158.056","163.65","163.935","160.768","154.835","147.572","139.699","131.256","121.442","110.95","99.756","88.508","77.786","67.758","58.113","49.232","41.148","34.415","28.323","22.017","16.424","11.797","8.463","6.287","4.649","3.318","2.39","1.547"
"59","Estimates","World",NA,"900",NA,NA,"1","World","0","2008","16.494","30.247","48.69","72.085","99.122","125.161","144.369","156.056","161.806","162.945","160.178","154.753","147.744","139.859","131.442","122.115","111.86","100.7","89.609","78.786","68.502","59.079","49.853","41.639","34.412","28.315","22.395","16.638","11.997","8.384","5.885","4.463","3.326","2.423","1.581"
"60","Estimates","World",NA,"900",NA,NA,"1","World","0","2009","15.541","28.858","48.005","71.454","97.271","124.156","143.414","155.236","161.345","162.598","160.347","154.854","147.837","139.832","131.246","121.975","112.253","101.369","90.37","79.755","69.237","59.552","50.502","41.965","34.543","28.073","22.222","16.798","12.085","8.499","5.849","4.196","3.22","2.458","1.63"
"61","Estimates","World",NA,"900",NA,NA,"1","World","0","2010","15.099","28.177","47.348","71.805","96.739","121.416","140.712","152.413","158.812","160.741","158.77","153.962","147.089","139.144","130.564","121.188","111.595","101.377","90.703","80.261","70.026","60.141","50.785","42.429","34.698","28.003","21.851","16.534","12.107","8.497","5.931","4.167","3.062","2.42","1.664"
"62","Estimates","World",NA,"900",NA,NA,"1","World","0","2011","14.896","27.979","47.296","72.107","97.843","120.976","138.345","150","156.332","158.513","157.062","152.505","146.403","138.608","130.083","120.83","111.193","101.121","91.062","80.788","70.491","60.656","51.112","42.461","34.843","27.925","21.69","16.228","11.902","8.517","5.971","4.221","3.047","2.329","1.64"
"63","Estimates","World",NA,"900",NA,NA,"1","World","0","2012","14.79","27.916","47.316","72.31","98.273","122.241","138.773","149.583","156.63","159.408","158.449","154.13","147.93","140.445","131.668","122.17","112.157","101.741","91.592","81.785","71.575","61.621","52.061","43.12","35.22","28.242","21.756","16.191","11.732","8.396","5.989","4.223","3.049","2.285","1.572"
"64","Estimates","World",NA,"900",NA,NA,"1","World","0","2013","14.586","27.628","46.551","70.719","96.028","119.87","136.928","146.688","152.848","155.973","155.362","151.582","145.799","138.539","130.467","121.075","111.162","100.858","90.779","81.187","71.554","61.772","52.285","43.415","35.354","28.215","21.812","16.129","11.656","8.283","5.961","4.3","3.118","2.348","1.594"
"65","Estimates","World",NA,"900",NA,NA,"1","World","0","2014","14.172","26.927","44.981","67.833","92.284","116.226","133.781","144.77","150.829","153.939","154.15","151.171","146.046","139.215","131.424","122.76","112.937","102.413","92.172","82.37","72.694","63.184","53.539","44.473","36.283","28.792","22.123","16.38","11.717","8.285","5.887","4.243","3.123","2.347","1.588"
"66","Estimates","World",NA,"900",NA,NA,"1","World","0","2015","13.588","25.92","42.289","62.58","85.861","110.72","129.603","142.054","149.426","152.254","152.228","149.883","145.287","138.879","131.417","123.18","114.046","103.46","92.917","82.97","73.134","63.638","54.329","45.281","36.976","29.538","22.673","16.715","11.986","8.408","5.921","4.211","3.089","2.344","1.585"
"67","Estimates","World",NA,"900",NA,NA,"1","World","0","2016","12.974","24.859","40.797","60.224","82.26","105.682","124.244","137.572","146.49","151.418","152.631","151.247","147.717","141.881","134.425","125.729","116.165","105.763","94.867","84.339","74.368","64.599","55.201","46.362","37.987","30.32","23.266","17.049","12.158","8.502","5.886","4.139","2.993","2.269","1.543"
"68","Estimates","World",NA,"900",NA,NA,"1","World","0","2017","12.516","23.993","39.694","59.291","80.81","103.095","120.996","134.104","143.227","148.63","150.537","149.245","145.807","140.438","133.381","124.671","115.127","104.786","94.6","84.18","74.053","64.417","55.085","46.396","38.354","30.631","23.533","17.252","12.227","8.487","5.87","4.075","2.923","2.191","1.491"
"69","Estimates","World",NA,"900",NA,NA,"1","World","0","2018","12.208","23.504","38.686","57.723","78.953","100.553","117.795","130.372","139.009","144.152","145.916","144.559","140.613","135.17","128.786","120.794","111.691","101.875","92.183","82.759","72.875","63.237","54.168","45.618","37.82","30.427","23.419","17.178","12.193","8.456","5.893","4.136","2.96","2.224","1.504"
"70","Estimates","World",NA,"900",NA,NA,"1","World","0","2019","11.926","23.007","38.008","56.44","77.098","98.513","115.341","127.709","136.32","141.469","143.429","142.415","139.039","133.372","126.581","118.906","110.035","100.106","90.578","81.324","72.065","62.446","53.27","44.997","37.306","30.09","23.371","17.234","12.247","8.509","5.891","4.104","2.932","2.184","1.474"
"71","Estimates","World",NA,"900",NA,NA,"1","World","0","2020","11.65","22.515","37.232","55.335","75.009","95.451","111.786","123.309","131.313","136.119","137.912","136.974","133.954","129.012","122.083","114.304","106.341","97.095","87.715","78.982","70.194","61.3","52.286","43.898","36.504","29.417","22.886","17.02","12.148","8.453","5.893","4.101","2.929","2.18","1.454"
"72","Estimates","World",NA,"900",NA,NA,"1","World","0","2021","11.481","22.249","36.814","54.779","74.322","94.094","110.02","121.62","129.314","133.911","135.669","134.709","131.921","127.312","121.221","113.112","104.426","95.735","86.664","77.751","69.186","60.572","52.082","43.714","36.059","29.122","22.635","16.854","12.121","8.442","5.873","4.069","2.878","2.126","1.413"
"73","Estimates","World",NA,"900",NA,NA,"1","World","0","2022","11.237","21.95","36.492","54.378","73.725","93.581","109.056","120.287","128.11","132.357","133.922","132.999","130.21","125.843","120.059","112.818","103.639","94.082","85.476","76.638","67.803","59.397","51.262","43.47","35.8","28.626","22.369","16.642","12","8.436","5.85","4.039","2.835","2.068","1.358"
"74","Estimates","World",NA,"900",NA,NA,"1","World","0","2023","11.104","21.793","36.388","54.234","73.43","93.222","108.861","119.626","127.168","131.714","133.112","132.179","129.428","125.05","119.327","112.359","103.96","93.913","84.391","75.975","67.13","58.411","50.413","42.797","35.555","28.358","21.957","16.4","11.791","8.301","5.79","3.985","2.783","2.019","1.317"
