"","i","avg_r","age","sex","primary","secondary","born"
"523","GA1227",0,40,2,0,0,NA
"524","GA1345",0.0127652519893899,49,2,8,20,1
"525","GA849",0.0028183023872679,20,2,3,2,0
"526","GA245",0.00638262599469496,40,2,5,2,1
"527","GA2395",0,39,2,0,0,0
"528","GA2188",0.00820623342175066,54,2,8,8,1
"529","GA2881",0.0121021220159151,40,2,6,22,1
"530","GA3617",0.00712864721485411,45,2,5,9,0
"531","GA2289",0.00638262599469496,37,2,5,2,1
"532","GA526",0.0023209549071618,40,2,3,1,1
"533","GA1553",0.00348143236074271,48,2,3,4,1
"534","GA886",0.00663129973474801,41,2,4,9,1
"535","GA3350",0.00530503978779841,28,2,2,10,1
"536","GA1959",0.00397877984084881,53,2,1,6,1
"537","GA1616",0.000994694960212202,27,2,1,1,NA
"538","GA2314",0.00862068965517241,39,2,2,13,1
"539","GA581",0.00567805039787798,28,2,4,2,0
"540","GA1081",0,49,1,0,0,1
"541","GA1579",0.00424817639257294,27,1,1,3,1
"542","GA1571",0.0019893899204244,41,1,2,2,1
"543","GA1332",0.0019893899204244,43,1,2,2,1
"544","GA2158",0.00513925729442971,27,1,3,6,1
"545","GA3356",0.00513925729442971,39,1,3,6,1
"546","GA3540",0.00513925729442971,30,1,3,6,1
"547","GA475",0.00314986737400531,31,1,1,5,0
"548","GA1758",0.00364721485411141,29,1,5,1,1
"549","GA3050",0.00364721485411141,36,1,5,1,0
"550","GA315",0.00397877984084881,38,1,5,2,0
"551","GA2213",0.00364721485411141,49,1,5,1,1
"552","GA909",0.0023209549071618,30,1,3,1,1
"553","GA2205",0.00331564986737401,31,1,2,3,1
"554","GA2844",0.00331564986737401,39,1,2,3,1
"555","GA486",0.001657824933687,50,1,2,1,1
"556","GA3029",0.00368866047745358,30,1,3,2,0
"557","GA3438",0,37,1,0,0,1
"558","GA236",0.00331564986737401,26,1,1,5,1
"559","GA977",0.00455901856763926,37,1,2,4,1
"560","GA1893",0.00596816976127321,60,1,1,4,1
"561","GA541",0.000663129973474801,60,1,1,0,1
"562","GA589",0.000663129973474801,51,1,1,0,1
"563","GA2426",0.0023209549071618,45,1,3,1,1
"564","GA2502",0.000663129973474801,30,1,1,0,0
"565","GA35",0.00576094164456233,32,1,4,5,1
"566","GA508",0.00530503978779841,20,2,2,4,0
"567","GA3151",0.00331564986737401,42,1,0,8,1
"568","GA194",0.00397877984084881,53,1,5,2,1
"569","GA1107",0.00559515915119363,49,1,4,5,1
"570","GA3213",0.00431034482758621,39,1,3,7,1
"571","GA882",0.00559515915119363,38,1,4,5,1
"572","GA5",0.00381299734748011,38,1,1,6,1
"573","GA2465",0.0013262599469496,36,1,1,2,1
"574","GA1617",0.00928381962864721,36,1,3,14,1
"575","GA342",0.0011604774535809,35,1,0,2,1
"576","GA263",0.00513925729442971,33,1,3,8,1
"577","GA2118",0.0028183023872679,56,1,0,8,1
"578","GA2232",0.00580238726790451,53,1,2,10,1
"579","GA2113",0.00364721485411141,41,1,4,3,1
"580","GA7",0.0026525198938992,60,1,3,2,1
"581","GA3400",0.00596816976127321,50,1,2,11,1
"582","GA2858",0.00431034482758621,42,1,1,8,1
"583","GA1582",0.0026525198938992,42,1,4,0,1
"584","GA2949",0.00314986737400531,55,1,2,5,1
"585","GA2765",0.0026525198938992,39,1,4,0,1
"586","GA3477",0.000994694960212202,33,1,1,1,0
"587","GA1029",0.00406167108753316,55,1,1,5,1
"588","GA126",0.00397877984084881,39,1,4,3,1
"589","GA1922",0.00397877984084881,39,1,2,7,1
"590","GA2964",0.0013262599469496,45,1,1,1,1
"591","GA368",0.00364721485411141,55,1,1,1,1
"592","GA1113",0.0026525198938992,29,1,1,3,1
"593","GA1889",0.0029840848806366,37,1,3,2,1
"594","GA1655",0.00472480106100796,57,1,3,5,1
"595","GA3329",0.00174071618037135,28,1,0,2,1
"596","GA1694",0.0013262599469496,30,1,1,2,NA
"597","GA1093",0.0013262599469496,26,1,1,2,NA
"598","GA383",0.00580238726790451,69,1,3,10,1
"599","GA2024",0.00364721485411141,30,1,2,4,0
"600","GA1649",0.0029840848806366,48,1,3,3,1
"601","GA1701",0.00414456233421751,53,1,3,4,1
"602","GA2678",0.0023209549071618,37,1,2,3,1
"603","GA3263",0.00464190981432361,49,2,2,6,0
"604","GA3236",0.0028183023872679,43,2,3,1,1
"605","GA1531",0.00629973474801061,52,2,4,11,1
"606","GA1993",0.000663129973474801,19,2,0,2,NA
"607","GA1047",0.00314986737400531,49,2,1,5,1
"608","GA3462",0.00596816976127321,47,2,3,12,NA
"609","GA3164",0.00464190981432361,57,2,2,8,NA
"610","GA1303",0.00331564986737401,37,2,1,8,NA
"611","GA1342",0.000994694960212202,30,1,1,1,1
"612","GA530",0.00273541114058355,23,2,2,3,NA
"613","GA1674",0.00596816976127321,44,1,3,12,NA
"614","GA1044",0.00961538461538462,50,1,2,17,0
"615","GA3581",0.00397877984084881,46,1,5,2,0
"616","GA1293",0.0026525198938992,32,1,4,0,1
"617","GA3138",0.00559515915119363,55,1,4,5,1
"618","GA851",0.0028183023872679,66,1,4,0,0
"619","GA637",0.0013262599469496,45,2,2,0,NA
"620","GA603",0.00368866047745358,26,1,3,2,0
"621","GA1309",0.00368866047745358,23,1,3,2,0
"622","GA876",0.00377155172413793,31,2,1,2,0
"623","GA661",0.000331564986737401,37,1,0,1,1
"624","GA3198",0.00555371352785146,60,1,1,5,1
"625","GA2370",0.0023209549071618,55,1,2,3,1
"626","GA834",0.00414456233421751,60,2,2,6,1
"627","GA1874",0.0019893899204244,19,2,3,0,0
"628","GA2629",0.0028183023872679,27,2,1,3,0
"629","GA1577",0.00576094164456233,19,2,4,5,0
"630","GA3537",0.000663129973474801,19,2,1,0,0
"631","GA3504",0.00567805039787798,30,2,4,2,0
"632","GA3413",0.0023209549071618,37,1,1,4,0
"633","GA2352",0.0024867374005305,43,2,2,2,0
"634","GA28",0.00426889920424403,19,2,1,6,0
"635","GA140",0.00439323607427056,60,2,2,5,0
"636","GA902",0.0019893899204244,21,2,2,2,0
"637","GA1259",0.0019893899204244,64,2,3,0,NA
"638","GA478",0.00174071618037135,21,2,0,2,NA
"639","GA3315",0.0019893899204244,30,2,2,2,NA
"640","GA2002",0,21,2,0,0,0
"641","GA2363",0,25,1,0,0,0
"642","GA75",0,39,2,0,0,0
"643","GA3144",0,32,2,0,0,0
"644","GA1633",0,40,2,0,0,0
"645","GA3525",0,38,2,0,0,0
"646","GA2473",0.000663129973474801,41,2,1,0,0
"647","GA34",0.000663129973474801,34,2,1,0,0
"648","GA356",0,37,2,0,0,0
"649","GA3493",0.0013262599469496,47,2,2,0,0
"650","GA1750",0.000663129973474801,47,2,1,0,0
"651","GA577",0.000663129973474801,49,2,1,0,1
"652","GA278",0,47,2,0,0,0
"653","GA3148",0,45,2,0,0,0
"654","GA142",0.0013262599469496,47,2,2,0,0
"655","GA2699",0.000663129973474801,40,2,1,0,0
"656","GA3027",0.000663129973474801,50,2,1,0,0
"657","GA1846",0.000663129973474801,50,2,1,0,0
"658","GA745",0.000663129973474801,50,2,1,0,0
"659","GA2060",0.0013262599469496,49,2,2,0,0
"660","GA1071",0.0019893899204244,55,2,3,0,0
"661","GA1450",0.0026525198938992,63,2,4,0,1
"662","GA2262",0.0013262599469496,58,2,2,0,0
"663","GA3196",0,53,2,0,0,1
"664","GA1549",0.000663129973474801,70,2,1,0,0
"665","GA1808",0,69,2,0,0,0
"666","GA2837",0,42,1,0,0,0
"667","GA1060",0,38,1,0,0,0
"668","GA1676",0,41,1,0,0,1
"669","GA2286",0,41,1,0,0,0
"670","GA2282",0,47,1,0,0,1
"671","GA1968",0,53,1,0,0,NA
"672","GA961",0.0026525198938992,63,1,4,0,1
"673","GA1806",0.0013262599469496,64,1,2,0,1
"674","GA2980",0.000663129973474801,62,1,1,0,0
"675","GA671",0.0019893899204244,69,1,3,0,1
"676","GA2064",0.00464190981432361,80,1,7,0,1
"677","GA2202",0.0026525198938992,69,1,4,0,1
"678","GA3312",0.00397877984084881,65,1,6,0,1
"679","GA1860",0.00331564986737401,69,1,5,0,1
"680","GA1381",0.000663129973474801,50,2,1,0,0
"681","GA3313",0.00712864721485411,88,2,5,10,1
"682","GA657",0,33,2,0,0,0
"683","GA1540",0.0013262599469496,58,2,2,0,0
"684","GA3427",0,53,1,0,0,NA
"685","GA2207",0,35,2,0,0,0
"686","GA3593",0.00530503978779841,65,2,6,4,1
"687","GA2274",0,23,2,0,0,0
"688","GA3286",0,43,2,0,0,0
"689","GA1737",0,38,1,0,0,0
"690","GA2480",0.0026525198938992,51,2,4,0,1
"691","GA496",0.0026525198938992,76,2,4,0,1
"692","GA3024",0.0026525198938992,75,1,4,0,1
"693","GA3584",0,33,1,0,0,0
"694","GA3562",0,52,2,0,0,1
"695","GA2334",0,21,2,0,0,NA
"696","GA895",0.0019893899204244,67,1,3,0,1
"697","GA2031",0.000663129973474801,48,1,1,0,1
"698","GA2306",0,38,1,0,0,0
"699","GA498",0,33,2,0,0,0
"700","GA1351",0.0026525198938992,74,1,4,0,0
"701","GA2620",0,25,2,0,0,0
"702","GA1391",0,41,2,0,0,0
"703","GA2827",0.00331564986737401,65,2,5,0,1
"704","GA819",0.000663129973474801,74,2,1,0,1
"705","GA317",0.0023209549071618,69,2,3,1,0
"706","GA3494",0.0019893899204244,70,2,3,0,1
"707","GA2626",0.001657824933687,70,2,2,1,1
"708","GA1300",0,58,2,0,0,1
"709","GA1211",0,23,1,0,0,0
"710","GA627",0,24,1,0,0,NA
"711","GA2464",0,29,2,0,0,NA
"712","GA2082",0.0013262599469496,51,2,2,0,0
"713","GA1801",0.000663129973474801,55,2,1,0,0
"714","GA3501",0.000994694960212202,71,2,1,1,NA
"715","GA2180",0,37,2,0,0,0
"716","GA1586",0,42,1,0,0,1
"717","GA49",0,23,1,0,0,0
"718","GA71",0,39,1,0,0,0
"719","GA706",0.0019893899204244,66,1,3,0,1
"720","GA2058",0,37,1,0,0,0
"721","GA3506",0,69,1,0,0,0
"722","GA97",0,60,1,0,0,NA
"723","GA890",0,57,1,0,0,0
"724","GA2996",0,29,2,0,0,0
"725","GA2758",0.0013262599469496,65,2,1,2,NA
"726","GA1335",0,45,1,0,0,0
"727","GA3295",0.000663129973474801,65,1,1,0,0
"728","GA723",0,74,1,0,0,0
"729","GA3191",0,37,1,0,0,0
"730","GA2125",0,40,1,0,0,0
"731","GA1420",0,45,2,0,0,0
"732","GA2017",0,31,2,0,0,0
"733","GA285",0,57,2,0,0,0
"734","GA3025",0,47,2,0,0,0
"735","GA784",0,30,2,0,0,0
"736","GA497",0,28,2,0,0,0
"737","GA3038",0,31,2,0,0,0
"738","GA2020",0,46,2,0,0,0
"739","GA922",0,23,2,0,0,0
"740","GA1660",0,23,2,0,0,0
"741","GA3401",0.0013262599469496,55,2,2,0,0
"742","GA3375",0,20,2,0,0,0
"743","GA1179",0,37,2,0,0,0
"744","GA2943",0,33,2,0,0,0
"745","GA1654",0,34,2,0,0,0
"746","GA398",0,45,1,0,0,0
"747","GA1802",0,27,1,0,0,0
"748","GA1274",0.00513925729442971,87,1,4,3,1
"749","GA2121",0.000663129973474801,62,2,1,0,1
"750","GA2800",0,25,2,0,0,0
"751","GA898",0.0013262599469496,48,2,2,0,0
"752","GA1557",0,29,2,0,0,NA
"753","GA3125",0,47,2,0,0,0
"754","GA2365",0,29,2,0,0,1
"755","GA2974",0,19,2,0,0,NA
