"","i","avg_r","age","sex","born"
"227","GA1539",0.00839666317260657,22,2,1
"228","GA2028",0.00623471348707198,22,2,1
"229","GA2968",0.00930293501048218,22,2,1
"230","GA2554",0.00362508735150245,22,2,1
"231","GA3186",0.00279524807826695,22,2,1
"232","GA3484",0.00513190076869322,22,2,1
"233","GA2950",0.00401816911250874,22,2,1
"234","GA1697",0.00698812019566737,22,2,1
"235","GA754",0.00349406009783368,22,1,1
"236","GA1973",0.00881704227812718,22,1,1
"237","GA419",0.00504454926624738,22,1,1
"238","GA2582",0.0068570929419986,22,2,1
"239","GA520",0.0108588836477987,22,2,1
"240","GA1401",0.00987071977638015,22,1,1
"241","GA2174",0.0103948287910552,22,2,1
"242","GA197",0.00253319357092942,22,2,1
"243","GA1759",0.00587438853948288,22,1,1
"244","GA3003",0.00444400768693221,22,1,1
"245","GA3314",0.00316649196366177,22,2,1
"246","GA1138",0.00969601677148847,23,2,1
"247","GA1454",0.00345038434661076,23,2,1
"248","GA811",0.00762687805730259,23,1,1
"249","GA2875",0.00192173305380853,23,2,0
"250","GA738",0.00393081761006289,23,2,1
"251","GA2959",0.00323200559049616,23,2,1
"252","GA956",0.00838574423480084,23,1,1
"253","GA3249",0.00183438155136268,23,1,1
"254","GA2593",0.00250043675751223,23,1,1
"255","GA1286",0.00838574423480084,23,2,1
"256","GA216",0.00601633473095737,23,2,1
"257","GA2446",0.00955407058001398,23,1,1
"258","GA2869",0.00279524807826695,24,2,1
"259","GA1857",0.00618011879804333,24,1,1
"260","GA1166",0.00277341020265549,24,1,1
"261","GA763",0.000873515024458421,24,1,1
"262","GA2478",0.00482617051013277,24,1,1
"263","GA830",0.00637665967854647,24,1,1
"264","GA21",0.00296995108315863,24,2,0
"265","GA130",0.00495719776380154,24,1,1
"266","GA831",0.00421470999301188,24,1,1
"267","GA2029",0.00192173305380853,24,1,1
"268","GA397",0.00419287211740042,24,2,1
"269","GA2711",0.00358141160027952,24,2,1
"270","GA3601",0.000698812019566737,24,1,NA
"271","GA378",0.00607092941998602,24,2,1
"272","GA1603",0.0063875786163522,24,2,1
"273","GA204",0.00401816911250874,24,2,1
"274","GA1525",0.00607092941998602,24,1,1
"275","GA1774",0.00345038434661076,24,1,1
"276","GA304",0.00584709119496855,24,1,1
"277","GA2535",0.0118033717679944,24,1,1
"278","GA3272",0.0111809923130678,24,2,0
"279","GA3435",0.00659503843466108,25,2,1
"280","GA447",0.00174703004891684,25,1,1
"281","GA2631",0.0106132075471698,25,1,1
"282","GA2436",0.00513190076869322,25,2,1
"283","GA2951",0.00576519916142558,25,2,1
"284","GA3240",0.00760504018169113,25,1,1
"285","GA3481",0.00650222746331237,25,2,1
"286","GA326",0.00235849056603774,25,2,1
"287","GA1830",0.006638714185884,25,1,1
"288","GA2931",0.00511006289308176,25,1,1
"289","GA83",0.00349406009783368,25,2,1
"290","GA2676",0.00881704227812718,25,1,1
"291","GA2664",0.00264238294898672,25,2,1
"292","GA1083",0.00161600279524808,25,2,1
"293","GA2194",0.0105094776380154,25,2,1
"294","GA584",0.0120326694619147,25,1,1
"295","GA3502",0.00369060097833683,25,2,1
