"","i","avg_r","age","sex","primary","secondary","born"
"261","GB2096",0.00166666666666667,71,1,1,0,1
"262","GB1000",0.00333333333333333,63,1,2,0,1
"263","GB2407",0,63,1,0,0,1
"264","GB78",0.00833333333333333,65,1,5,0,1
"265","GB1477",0.00333333333333333,43,2,2,0,1
"266","GB2545",0,41,2,0,0,0
"267","GB1792",0.00166666666666667,54,2,1,0,0
"268","GB1706",0,69,2,0,0,0
"269","GB1015",0.00333333333333333,67,1,2,0,0
"270","GB2581",0,64,2,0,0,1
"271","GB3173",0.00166666666666667,45,2,1,0,0
"272","GB1656",0,64,2,0,0,0
"273","GB2486",0,27,2,0,0,0
"274","GB2433",0,38,1,0,0,1
"275","GB1730",0,28,2,0,0,0
"276","GB931",0,31,2,0,0,0
"277","GB3268",0.00166666666666667,40,2,1,0,0
"278","GB2595",0,62,1,0,0,0
"279","GB2327",0,28,1,0,0,0
"280","GB3136",0,40,2,0,0,NA
"281","GB2418",0,56,1,0,0,NA
"282","GB2852",0,63,1,0,0,0
"283","GB756",0,40,2,0,0,NA
"284","GB3377",0,24,2,0,0,0
"285","GB91",0,28,2,0,0,0
"286","GB3242",0,22,2,0,0,0
"287","GB2749",0,28,2,0,0,0
"288","GB1732",0,37,2,0,0,NA
"289","GB2596",0,23,2,0,0,0
"290","GB2767",0,33,2,0,0,NA
"291","GB464",0,36,1,0,0,1
"292","GB2540",0.00166666666666667,53,1,1,0,0
"293","GB3325",0,46,2,0,0,0
"294","GB1731",0,26,2,0,0,0
"295","GB2689",0,69,1,0,0,NA
"296","GB3547",0,38,2,0,0,0
"297","GB450",0.00166666666666667,44,2,1,0,0
"298","GB322",0,50,2,0,0,0
"299","GB1386",0,30,2,0,0,0
"300","GB1404",0,30,1,0,0,NA
"301","GB569",0,41,1,0,0,0
